ID;Answer;Justification;Reviewer 1 Comments;Reviewer 2 Comments;Mark Question
36;ja;"Ja, siehe unten einige Beispiele:
- die FU Berlin Open Access Initiative: https://www.fu-berlin.de/sites/open_access/akteure/oa-policy

- Es gibt Fördermittel und andere Aktivitäten zur Förderung des Forschungsdatenmanagements mit dem Ziel, diese hochwertigen Daten durch die FAIR-Prinzipien zum Nutzen von Wissenschaft, Wirtschaft und Zivilgesellschaft zugänglich zu machen.

- Im mFUND-Programm gibt es eine Reihe von Projekten, die aus zivilgesellschaftlichem Engagement hervorgehen. Ein Beispiel ist das Projekt miki („mobil im Kiez“, https://www.bmvi.de/SharedDocs/DE/Artikel/DG/mfund-projekte/miki.html), dessen Ziel es ist, Lösungen für die Navigation und Orientierung von Menschen mit eingeschränkter Mobilität zu entwickeln unter Einbeziehung zivilgesellschaftlichen Engagements. Insgesamt gibt es 15 mFUND-Projekte unter Beteiligung zivilgesellschaftlicher Organisationen, die Open Data nutzen und/oder Open Data erstellen.

- OParl ist eine Initiative zur Förderung der Offenheit parlamentarischer Informationssysteme auf kommunaler Ebene in Deutschland, siehe: https://oparl.org/

- Derzeit gibt es bundesweit 34 sogenannte „OK Labs“, die unter der Leitung von Code for Germany agieren. Diese Labore arbeiten täglich mit offenen Daten und erstellen verschiedene Projekte, Anwendungen und Anwendungsfälle. Eine Übersicht der Labore finden Sie hier:
https://www.codefor.de/; https://www.codefor.de/about/
Eine Übersicht über die Projekte, an denen die Labore arbeiten: https://www.codefor.de/projekte/
Einige Beispiel-Websites einiger Labore:
https://www.codefor.de/berlin/
https://www.codefor.de/ruhrgebiet/
https://www.codefor.de/niederrhein/
https://www.codefor.de/bonn/
https://www.codefor.de/koeln/
https://www.codefor.de/muenchen/

Antwort zu R1: Wählen Sie einen anderen Link aus, der besser passen sollte. Die FU verfügt über eine Open-Access-Strategie.

Auszug aus der Präambel: Die Freie Universität Berlin setzt sich für die Förderung von Open Access ein und legt großen Wert auf die hohe Qualität wissenschaftlicher Publikationen unter Einhaltung aller technischen Standards. Sie beteiligt sich aktiv an einschlägigen Open-Access-Initiativen und engagiert sich insbesondere für die Ziele der Open-Access-Strategie für Berlin (Land).";Der erste Link funktioniert nicht;;
D2.2;;;;;
37;ja;Entfällt;;;
37.1;Ja;"z.B. Bundesministerium für Ernährung und Landwirtschaft:
Ja, in OpenAgrar (https://www.openagrar.de/content/index.xml) veröffentlichte Daten werden verfolgt. Die Nutzung (wie viele Downloads pro Zeitschritt und Datensatz) wird auf der Repository-Website visualisiert (Zugriffsstatistik). OpenAgrar ist ein Repository, in dem Forschungsdaten veröffentlicht werden.";;;0
37.2;nein;;;;0
37.3;nein;;;;
37.4;Ja;Auch in diesem Jahr findet wieder der Berlin Open Data Day statt, mit einer Kartierung, welche und wie Daten von den Entitäten wiederverwendet wurden: https://projektzukunft.berlin.de/news/news-detail/rueckblick-berlin-open-data-Tag-2019;;;0
37.5;Ja;Es gibt einige Webstatistiken, aber keine Messung/Verfolgung dafür, welche und wie (offene) Datensätze wiederverwendet werden.;;;0
38;Ja;Entfällt;;;
38.1;nein;;;;0
38.2;Ja;"z.B. Bundesministerium für Ernährung und Landwirtschaft:
Ja, im Rahmen des Projekts FAIRagro haben wir beispielsweise eine Umfrage durchgeführt, um die Bedürfnisse von Datennutzern, Anbietern und Infrastrukturinhabern zu verstehen. Die Studie und die zugrunde liegenden Daten sind hier veröffentlicht: Senft, M., Stahl, U., Svoboda, N., 2022. Forschungsdatenmanagement in den Agrarwissenschaften in Deutschland: Wir sind noch nicht da, wo wir sein wollen. PLOS ONE 17. https://doi.org/10.1371/journal.pone.0274677";;;0
38.3;Ja;z.B. Berlin (Land): Um die Bedürfnisse der Wiederverwender besser zu verstehen, haben wir eine Online-Umfrage auf meinberlin.de https://mein.berlin.de/projekte/open-data-strategie-berlin/ organisiert. Außerdem haben wir Workshops für die Bedürfnisse der Wiederverwender aus der Wirtschaft organisiert: https://strategie.odis-berlin.de/bericht-zum-wirtschaftsworkshop-vom-28-april-2022, Wissenschaft: https://strategie.odis-berlin.de/bericht-zum-wissenschaftsworkshop-vom-19-mai-2022 und Zivilgesellschaft: https://strategie.odis-berlin.de/bericht-zum-zivilgesellschaftsworkshop-vom-31-mrz-2022;;;0
39a;ja;"z.B. auf regionaler Ebene:
NRW: Forschung; Möglichkeit zur Berichterstattung auf dem Portal: https://open.nrw/open-data/showroom
Berlin: Open-Data-Projekte werden auf dieser Website gesammelt: https://odis-berlin.de/projekte/";;;
39b;ja;Im Rahmen des Aufbaus der Nationalen Forschungsdateninfrastruktur ist die Generaldirektion Kulturelles Erbe Rheinland-Pfalz (DGKE) als Mitantragsteller im NFDI4Objects-Konsortium beteiligt. In diesem Zusammenhang wurde im Jahr 2021 eine Umfrage zur Archivierung digitaler archäologischer Daten durchgeführt, um die Anforderungen einer breiten und nachhaltigen Verfügbarkeit und Nachnutzung von Forschungsdaten durch professionelle Archivierung und Bereitstellung gemäß den FAIR-Prinzipien zu ermitteln. NFDI4Objects plant die Bereitstellung von Methoden, Standards und Schnittstellen für die Langzeitarchivierung, z.B. für Forscher, die sich mit dem materiellen Erbe der Menschheitsgeschichte befassen (also nicht nur Archäologen).;;;
D2.3;;;;;
D2.3a;;;;;
40;nein;"Derzeit gibt es keine Studie oder Daten, die genau zu dieser Fragestellung passen. Die Antwort muss daher „Nein“ lauten.
=====
Berlin (Land): Ja, wir haben ein Transparenzprojekt für die Datensätze „Haushaltsdaten“, die die Senatsverwaltung für Finanzen veröffentlicht und wo wir eine Visualisierung haben, um den Bürgern zu zeigen, wo die öffentlichen Gelder in der Regierung verwendet werden. Wir haben den „Energie Checkpoint“, der die Energieeffizienz öffentlicher Gebäude anzeigt, damit wir zeigen können, ob wir unsere Klimaziele in Berlin erreichen können oder nicht.
(1) Open „Haushaltsdaten“ ist ein Transparenzprojekt: https://haushaltsdaten.odis-berlin.de/
(2) Energiecheckpoint: „Effizienz & Wirksamkeit erneuerbarer Regulierungen“ https://energiecheckpoint.odis-berlin.de/";Dies scheinen eher Beispiele für Wiederverwendungsfälle zu sein, die für Fragen 41 bis 44 geeignet sind. Verfügen Sie zu dieser Frage über Studien/Daten zu den Auswirkungen offener Daten im Zusammenhang mit staatlichen Herausforderungen?;;
41;ja;"Berlin: Ein öffentlicher Dienst ist die Vorbereitung der Wahlen und damit auch der Gebiete, die einem Wahlbezirk zugeordnet sind
NRW: „Heimfinder“ informiert über verfügbare Pflegeheime: https://www.heimfinder.nrw.de/. Die Rolle von Open Data besteht hier in der Bereitstellung von Kartendaten zur räumlichen Datenlokalisierung von Pflegeplätzen oder Wahlbezirken.";;Bitte klären Sie die Rolle offener Daten in diesem Dienst;
42;ja;"Ja, z.B. öffentlicher Zugang zu Daten nationaler Behörden für jedermann: https://www.govdata.de/

Datensatz/Initiative, die die erhöhte Transparenz zeigt:
- IATI BMZ, Transparenz zur internationalen Entwicklung: https://www.govdata.de/web/guest/daten/-/details/iati-deu-organisationsdaten

- Portal/Website, die zeigt, welche Kommunen ihre Klimaschutzziele erreichen: https://klimawatch.de/

- Das Bundesministerium für wirtschaftliche Zusammenarbeit und Entwicklung (BMZ) hat damit begonnen, offene Daten zur internationalen Zusammenarbeit zu veröffentlichen und so mehr Transparenz über öffentliche Ausgaben zu ermöglichen. www.transparenzportal.bund.de

Berlin (Land): Die Anwendung „Offene Haushaltsdaten“ hat Auswirkungen auf die Transparenz der öffentlichen Verwaltung, da sie der Öffentlichkeit zeigt, wofür das Geld, für das sie Steuern zahlt, verwendet wird (https://haushaltsdaten.odis-berlin.de/)

Auch Schleswig-Holstein erhält von seinen Nutzern entsprechende Rückmeldungen zu den Auswirkungen.";;;
43;ja;"Die offene Bereitstellung von Wetter- und Klimadaten hat sich in jüngster Zeit positiv auf die Erreichung politischer Ziele mit breiter Akzeptanz in der Bevölkerung ausgewirkt, beispielsweise beim Klimaschutz.

  Offene Geodaten werden in verschiedenen politischen Entscheidungsprozessen als Basisinformationen zur Visualisierung lokaler, regionaler oder nationaler Zusammenhänge, aber auch für statistische Analysen verwendet. Die Datenbereitstellung erfolgt über:
- https://www.geoportal.nrw/
- https://open.nrw/

Berlin (Bundesland): Wir nutzen die Open Data aus dem Bereich Erneuerbare Energien, um zu zeigen, wie wir die Ziele des Berliner Energie- und Klimaschutzkonzepts erreichen können, beispielsweise wie wir den Einsatz von Solarenergieanlagen auf Dächern öffentlicher und privater Gebäude verbessern können, Link: https://energieatlas.berlin.de/ (mit den Daten und Visualisierung, welche erneuerbaren Energien genutzt werden und wie viel Energie verbraucht wird)

Weitere Beispiele finden Sie hier:
1) „Wegweiser Kommune“ (https://www.wegweiser-kommune.de/) ist eine Plattform, die Open Data (Statistiken) des Bundesamtes für Statistik zur Visualisierung demografischer Informationen (Prognosen, demografische Daten und Migrationsdaten) nutzt. Ziel ist es, Städten mit mehr als 5.000 Einwohnern ein Informationssystem zur Verfügung zu stellen, mit dem sie (i) ihre Entwicklung visualisieren und (ii) ihre jeweilige Zukunft aktiv gestalten können.
2) Pegel-Online (http://pegelonline.wsv.de/gast/start) ist eine äußerst erfolgreiche Open-Data-App und Online-Plattform des Wasser- und Schifffahrtsamtes, die Informationen zum Pegelstand von mehr als 7300 km Flüssen und Kanälen in Deutschland bereitstellt. Es wird nicht nur von privaten Nutzern (Bürgern), die diese Flüsse/Kanäle nutzen oder in der Nähe wohnen, als Entscheidungsgrundlage verwendet, sondern auch von öffentlichen Stellen und Bedienstete, die in Deutschland mit Wasserfragen befasst sind (z. B. Bauarbeiten, Hochwasserschutz usw.).
3) Integreat (https://integreat-app.de/ueber-uns/) ist eine lokale, mehrsprachige offene Datenplattform, deren Ziel es ist, „Informationsarmut“ zu verhindern und die Inklusion und Integration von Einwanderern zu erleichtern. Es richtet sich sowohl an Zuwanderer selbst als auch an Integrationsbeauftragte und Stadtverwaltungen und bietet einen Überblick über Sprachkurse, Verwaltungsabläufe, offene Stellen und Alltagsthemen.";;;
44;ja;"Dashboard Deutschland (Statistik): https://www.dashboard-deutschland.de/

Berlin
Der „Wahlbezirke-Editor“ ist ein auf Open Data basierendes Entscheidungstool, um zu entscheiden, wo die „Wahlbezirke“ liegen, Link: https://wahlbezirke.odis-berlin.de/

Rheinland-Pfalz
Hierzu kann allgemein auf die Ergebnisse der Evaluierung des Grundstückstransparenzgesetzes und insbesondere auf Punkt 8 „Umsetzung der Gesetzesziele“ verwiesen werden:
https://dokumente.landtag.rlp.de/landtag/drucksachen/678-18.pdf

Destatis:
Der interaktive Unfallatlas https://unfallatlas.statistikportal.de/ kann für die kommunale Straßen-/Verkehrsplanung oder von Bürgern zur Vermeidung von Unfallschwerpunkten auf ihren täglichen Wegen genutzt werden.";;;
D2.3b;;;;;
45;nein;"Derzeit gibt es keine Studie oder Daten, die genau zu dieser Fragestellung passen. Die Antwort muss daher „Nein“ lauten.
=====
Der Sozialhaushaltsdatensatz bietet einen Überblick über das Leistungsspektrum und die Finanzierung des Sozialversicherungssystems in Deutschland. Der Sozialhaushaltsdatensatz ist als Open Data mit www.govdata.de verknüpft. Die Veröffentlichung des Datensatzes erhöht die Transparenz und Rechenschaftspflicht in Deutschland.

Als Instrument zur Überprüfung politischer Maßnahmen und zur Anregung neuer Maßnahmen ist die Bundesregierung verpflichtet, regelmäßig einen Armuts- und Reichtumsbericht vorzulegen. Bisher wurden sechs Berichte veröffentlicht. Alle Berichte sowie die dazugehörige wissenschaftliche Forschung werden im Internet veröffentlicht.
ARB - Startseite (armuts-und-erreichtumsbericht.de)
Im Rahmen des Armuts- und Reichtumsberichts werden Indikatoren im Internet veröffentlicht und als offene Datendateien zur Verfügung gestellt.
ARB - Open Data (armuts-und-reichtumsbericht.de)

Fakten zur Rente ist eine Informationsbasis. Ziel ist es, die Diskussion über die Zukunft der Alterssicherung zu unterstützen. Mit Zahlen und Fakten zur Altersvorsorge soll ein Beitrag zur Versachlichung der Debatte geleistet werden. Dabei werden beide Entwicklungslinien sowie der aktuelle Stand ausgewählter Aspekte der Altersvorsorge beschrieben und so eine Grundlage für ein besseres Verständnis des Themas Altersvorsorge geschaffen.
BMAS - Klargestellt: Fakten zur Rente, Link: https://www.bmas.de/DE/Soziales/Rente-und-Altersvorsorge/Fakten-zur-Rente/fakten-zur-rente.html
In einem separaten Abschnitt werden die verwendeten Daten in einem offenen Datenformat für die interessierte Öffentlichkeit präsentiert.
BMAS - Daten zur Rente zum Download, Link: https://www.bmas.de/DE/Service/Statistiken-Open-Data/Daten-zur-Rente/daten-zur-rente.html

Das Bundesministerium für Ernährung und Landwirtschaft stellt mehrere Datensätze zur Verfügung, z.B. zum Thema Ernährungsverhalten

Beispiele auf regionaler Ebene:
Berlin (Land): Wir haben ein „Sozialinformationssystem“, ein offenes Datenportal zu Themen wie gesellschaftlichen Herausforderungen
https://www.sozial-informations-system.de/home?lang=de";Dies scheinen eher Beispiele für Wiederverwendungsfälle zu sein, die für Fragen 46 bis 49 geeignet sind. Verfügen Sie zu dieser Frage über Studien/Daten zu den Auswirkungen offener Daten im Zusammenhang mit gesellschaftlichen Herausforderungen?;;
46;ja;"Das BMAS (Ministerium für Arbeit und Soziales) hat www.einfach-teilhaben.de ins Leben gerufen, auf dem Informationen für Menschen mit Behinderungen und ihre Angehörigen veröffentlicht werden. Enthalten sind Daten über Einrichtungen, die Menschen mit Behinderungen unterstützen.

Durch den smartdevelopmenthack des BMZ entstanden konkrete Lösungen z.B.
(URL: https://toolkit-digitalisierung.de/de/smartdevelopmenthack/ )

Berlin: Wir arbeiten an einem Open-Data-Projekt namens „Flüchlingsmonitoring“, das die aktuelle Situation von Flüchtlingen aufzeigen und Ungleichheiten in der Gesellschaft verringern soll, https://www.berlin.de/lb/intmig/themen/fluechtlinge/fluechtlingspolitik/

Auf der Suche nach Pflegeplätzen mit dem NRW Home Finder:
https://www.heimfinder.nrw.de/
Wheelmap ist eine Karte zum Suchen und Finden von Rollstuhlplätzen (basierend auf OpenStreetMap):
https://news.wheelmap.org/

Weitere Initiativen und Lösungen:
- wheelmap.org wurde von der zivilgesellschaftlichen Initiative Sozialhelden entwickelt. Mithilfe offener geografischer Daten (bereitgestellt von OpenStreetMap) und basierend auf kollaborativer Informationsbeschaffung zeigt die Karte, welche öffentlichen Räume in vielen deutschen Städten (nicht) mit einem Rollstuhl zugänglich sind. Es hat somit die Mobilität und das Sicherheitsgefühl von Rollstuhlfahrern in der Öffentlichkeit erhöht.
- Integreat (https://integreat-app.de/ueber-uns/) ist eine lokale, mehrsprachige offene Datenplattform. Es bietet sowohl Integrationsbeauftragten und Stadtverwaltungen als auch Zuwanderern einen Überblick über Sprachkurse, Verwaltungsabläufe, offene Stellen und Alltagsthemen in ihrem Umfeld. Dadurch verbessern sich ihre Chancen auf hochwertige Unterstützung und Integration in die Gesellschaft.
- Die Stadt Heidelberg hat eine App zur Navigation für Bürger mit Behinderungen in ihrer Mobilität entwickelt: https://www.heidelberg.de/Digitale-Stadt/startseite/projekte/projekt+routenplanung+fuer+barrierefreiheit.html";;;
47;ja;"NRW. (Bundesland): BORIS.NRW stellt Daten zur Entwicklung der Immobilienpreise bereit: https://www.boris.nrw.de/boris-nrw/index.html?lang=de. Open Data liefert die Datengrundlage für die Zusammenstellung der Grundstückswerte aus unterschiedlichen Datenquellen und stellt gleichzeitig die Grundlage für eine Suchfunktion dar.

Die Darstellung der Bodenrichtwerte im Internet basiert auf einem einheitlichen Datensatz in NRW. Diese Daten werden jährlich aktualisiert und bilden die Grundlage für die Suche im Tool. Zusatz: Die Grundstücks- und Immobilien-Benchmark-Datensätze des Immobilienmarktinformationssystems können gemäß den Nutzungsbedingungen von BORIS-NRW kostenfrei genutzt werden.

Berlin (Land): Es ist ein Projekt zur Sensibilisierung für Wohnen im städtischen Raum geplant, das in den nächsten Monaten veröffentlicht werden soll. Link zur Projektbekanntmachung: https://www.polyteia.de/polyteia-unterstuetzt-das-land-berlin-bei-der-evaluierungder-wohnungsbaupolitik/?__hstc=134343790.2f3f33a24b44870ec4a577029c49e44b.1678233600053.1678233600054.1678 233600055.1&__hssc=134343790.1.1678233600056&__hsfp=3589607248";;Bitte klären Sie die Rolle offener Daten in diesen Projekten;
48;ja;"Im Fall der COVID-19-Pandemie wurden die gebündelten Statistiken und Inzidenzdaten für das tagesaktuelle Factsheet des Krisenstabs des Innenministeriums und des Gesundheitsministeriums zusammengestellt. Darüber hinaus wurden die verfügbaren Informationen häufig von Datenjournalisten aufgegriffen.

Konkrete Anwendungen, Anwendungsfälle oder Dienste lassen sich aus den aufgeführten Beispielen allerdings nicht ableiten – jedenfalls zielte keines davon vermutlich auf die vorliegende Fragestellung ab. /// Karte zum Thema Lärm: https://www.umgebungslaerm-kartierung.nrw.de/; Karte zur Luftverschmutzung: https://www.ekl.nrw.de/ekat/ (Emissionen)

Gesundheitsstatistik, gesondert bereitgestellt vom Statistischen Bundesamt (Destatis), siehe: https://www.dashboard-deutschland.de/#/themen/gesundheit/gesundheit

Berlin: Ja, es werden viele Datensätze im Bereich Gesundheit und Wohlbefinden veröffentlicht, insbesondere im Zusammenhang mit der Covid-19-Pandemie. „Gesundheits- und Sozialstrukturatlas“, https://www.berlin.de/sen/gesundheit/service/gesundheitsberichterstattung/gesundheit-und-sozialstruktur/

- Aktuelle Statistiken zu COVID-19-Erkrankungen und Impfungen werden im Rahmen des deutschen Dashboards bereitgestellt, siehe: https://www.dashboard-deutschland.de/gesundheit/gesundheit“ sowie https://experience.arcgis.com/experience/478220a4c454480e823b17327b2bf1d4 (offizielles Dashboard des Robert-Koch-Instituts)
- In Schleswig-Holstein gehörten die COVID-19-Daten zu den am häufigsten genutzten Daten in ihrem offenen Datenportal.";;Das Vorhandensein relevanter Datensätze stellt keinen Fall der Weiterverwendung dar. Bitte klären Sie die Wiederverwendungsfälle (Anwendungen, Dienste, Analysen/Berichte, die zur Entscheidungsfindung verwendet werden) und deren Auswirkungen.;
49;ja;Berlin (Land): Ja, die Universitäten bieten das Thema Open Data auch als Seminar an und arbeiten an Projekten mit Open Data, https://www.htw-berlin.de/forschung/online-forschungskatalog/projekte/projekt/?eid=3058;;;
D2.3c;;;;;
50;nein;"Derzeit gibt es keine Studie oder Daten, die genau zu dieser Fragestellung passen. Die Antwort muss daher „Nein“ lauten.
=====
mFund-Projekt: „SmartAQnet“: „Smart Air Quality Network“: Das Projekt „Smart Air Quality Network“ (SmartAQnet) zielt darauf ab, ein intelligentes, reproduzierbares, sehr fein aufgelöstes und dennoch kostengünstiges Messnetzwerk für Luftqualität zu implementieren. Links: https://bmdv.bund.de/SharedDocs/DE/Artikel/DG/mfund-projekte/smart-air-quality-network-smartaqnet.html; Daten: https://www.smartaq.net/en/dashboard/#/home

Berlin (Bundesland): Der Energieatlas verfügt beispielsweise über Daten zu den Auswirkungen offener Daten auf Umweltherausforderungen, Link: energieatlas.berlin.de";Dies scheinen eher Beispiele für Wiederverwendungsfälle zu sein, die für Fragen 51 bis 54 geeignet sind. Verfügen Sie zu dieser Frage über Studien/Daten zu den Auswirkungen offener Daten im Zusammenhang mit Umweltherausforderungen?;;
51;ja;"- Wir haben offene Daten in Echtzeit zur Überwachung des Luftqualitätsindex und der Wasserqualität mit dem Wasserqualitätsindex verwendet:
Luftqualitätsindex: https://luftdaten.berlin.de/lqi
Wasserqualität in den Badestellen: https://badestellen.berlin.de/
- Das Stadtprojekt von Code for Germany in Stuttgart nutzt offene Daten, um Luftqualität/Luftverschmutzung transparent zu machen: URL zum Projekt https://www.codefor.de/blog/stadtgeschichte-feinstaub-stuttgart/ (siehe auch Datenquellen: https://www.lubw.baden-wuerttemberg.de/luft/feinstaub-stuttgart?stationId=Vergleich)
- Die SenseBox der Uni Münster/Institut für Geoinformatik informiert unter anderem mithilfe von Sensorik und offenen Daten über die Luftqualität: https://sensebox.de/en/background Darüber hinaus ist, wie ihre Presseanalyse zeigt, das Thema Luftqualität durch die Nutzung offener Daten zu einem größeren Thema geworden (https://sensebox.de/de/press)
- Feinstaub selbst messen: https://deutschland.maps.luftdaten.info
- Was ist in meinem Leitungswasser?: http://opendatalab.de/projects/trinkwasser/
- mFund-Projekt: „SmartAQnet“: „Smart Air Quality Network“: Das Projekt „Smart Air Quality Network“ (SmartAQnet) zielt darauf ab, ein intelligentes, reproduzierbares, sehr fein aufgelöstes und dennoch kostengünstiges Messnetzwerk für Luftqualität zu implementieren. Links: https://bmdv.bund.de/SharedDocs/DE/Artikel/DG/mfund-projekte/smart-air-quality-network-smartaqnet.html
- mFund-Projekt „S-VELD“: Aus Messungen von Sentinel-Satelliten werden bodennahe NO2- und Feinstaubkonzentrationen für das Bundesgebiet und die Nachbarländer ermittelt und Endnutzern in Echtzeit über einen Web-Mapping-Datendienst zur Verfügung gestellt. Die Daten werden mit Verkehrsbelastungsdaten kombiniert, sodass mithilfe von Emissions- und Ausbreitungsmodellen Erkenntnisse über die Emissionen des Kraftfahrzeugverkehrs gewonnen werden können. Link: https://www.bmvi.de/SharedDocs/DE/Artikel/DG/mfund-projekte/s-veld.html
- mFund-Projekt „Sauber“: Im Projekt „SAUBER“ werden Satellitendaten des Copernicus-Programms mit offenen Verkehrs- und Wetterdaten sowie Ergebnissen lokaler Messstationen kombiniert, um ein umfassendes und detailliertes Bild der Luftqualität zu erstellen. Link: https://www.bmvi.de/SharedDocs/DE/Artikel/DG/mfund-projekte/sauber.html";;;
52;ja;"- mFUND-Projekt „Movebis“: Ziel des Projekts ist es, mithilfe von Crowdsourcing-Nutzerdaten von Radfahrern aus 500 Kommunen Empfehlungen für die zukünftige Planung des Radverkehrs in Städten abzuleiten und so die Fahrradfreundlichkeit in Städten zu erhöhen. Die gesammelten Rohdaten werden als anonymer Datensatz unter einer Open-Data-Lizenz veröffentlicht. Sie werden auch mit anderen Daten kombiniert, um die Abhängigkeit des Radfahrens von anderen Faktoren zu untersuchen. Ziel des Projekts ist die Speicherung bzw. Aufbereitung von Daten im mCLOUD-Datenportal.
Links: https://bmdv.bund.de/SharedDocs/DE/Artikel/DG/mfund-projekte/verbesserung-der-fahrradinfrastruktur-movebis.html

- mFUND-Projekt „meinGrün“: Ziel des Projekts ist die Schaffung eines Informations- und Wegeleitdienstes für Fußgänger und Radfahrer zu und durch Grünflächen. Dadurch wird eine attraktivere und aktivere Mobilität auf alltäglichen Wegen von und zu Fuß- und Radwegen gefördert. Das Projekt nutzt verfügbare Daten und stellt zusätzliche, im Projektverlauf generierte Daten bereit, z.B. aggregierte Social-Media-Daten zur Bewertung der soziokulturellen Qualität von Grünflächen.
Links: https://bmdv.bund.de/SharedDocs/DE/Artikel/DG/mfund-projekte/meingruen.html

- mFUND-Projekt „xMND“: Das Projekt nutzt Mobilfunkdaten, Smartphone-basierte GPS-Tracking-Daten, Daten aus dem ÖPNV-Betrieb (z. B. Fahrgastzähldaten und Verkaufsdaten) und Kontextdaten (Haltestellen, Routen etc. aus mCLOUD). Ziel des Projekts ist die Entwicklung von Methoden, um auf Basis von Mobilfunkdaten Nachfragedaten im öffentlichen Verkehr mit hoher zeitlicher und räumlicher Genauigkeit zu generieren und diese kontinuierlich dem Markt zur Verfügung zu stellen.
Link: https://www.bmvi.de/SharedDocs/DE/Artikel/DG/mfund-projekte/xmnd.html

- Berlin (Land): Wir haben ein Projekt „Mobilitätswende“ für eine umweltfreundliche Stadt auf Basis von Open Data, https://www.berlin.de/sen/uvk/mobilitaet-und-verkehr/mobilitaetswende/verkehr-888873.php""

- Für nachhaltig orientierte Verkehrsinformationen auf lokaler Ebene wird beispielsweise die digitale Fahrplanauskunft des Landes Baden-Württemberg, das sogenannte „EFA-BW“, genutzt (https://www.bwegt.de/ihr-nahverkehr/reiseinformationen/fahrplanauskunft). Die Datensätze umfassen Fahrplaninformationen des öffentlichen Nahverkehrs.";;Zu Ihrer Information: Initiativen wie das Crowdsourcing von Informationen von Benutzern können für die Fragen im ersten Abschnitt des Fragebogens als von Bürgern generierte Daten betrachtet werden;
53;ja;"Ja, ein sehr wichtiges Ziel ist es, die Ergebnisse der Wissenschaft der Gesellschaft mitzuteilen. Dies ist der Schlüssel zum Verständnis und zur richtigen Entscheidung im Kampf gegen den Klimawandel und die damit verbundenen Folgen. Z.B. https://atlas.thuenen.de/layers/geonode_data_ingest:geonode:emissionen_lawi_1990_2021_luftschadstoffe

Berlin: Das Projekt „Gieß den Kiez“ zeigt die Standorte von Bäumen und ihre Gießsituation. So können die Bürger im Sommer ihre Bäume bewirtschaften und dies in der Applikation „Gieß den Kiez“, https://www.giessdenkiez.de/, angeben. Auch hier bilden offene Daten (z. B. aus dem Baumkataster) kombiniert mit Messdaten (Wasserhaushalt) die Grundlage für die Anwendung: Welcher Baum in meiner Straße sollte vielleicht aus privater Initiative außerplanmäßig gegossen werden (relevant z. B. bei großen Sommerhitze).";;Bitte klären Sie die Rolle offener Daten in diesen Projekten;
54;ja;"mFUND-Projekt „ChargePlanner“: Das Projekt entwickelt einen Prototyp zur Berechnung von Ladeempfehlungen für Elektroautos entlang einer Route und zur Prognose der Auslastung öffentlicher Ladestationen. Hierzu werden zunächst geeignete Datenquellen identifiziert und anschließend aufbereitet bzw. zusammengeführt. Die daraus resultierenden Daten werden in einer Smartphone-App zur Verfügung gestellt. Anschließend wird die App um eine Auslastungsprognose der Ladestationen erweitert.
Link: https://bmdv.bund.de/SharedDocs/DE/Artikel/DG/mfund-projekte/chargeplanner.html

Berlin (Bundesland): Wir beobachten die Daten auf dem energieatlas.berlin.de und können sehen, wie es aktuell mit der Umstellung auf erneuerbare Energien aussieht und ob wir unsere Klimaziele für Berlin erreichen werden, https://enrgieatlas.berlin.de";;;
D2.3d;;;;;
55;nein;"Derzeit gibt es keine Studie oder Daten, die genau zu dieser Fragestellung passen. Die Antwort muss daher „Nein“ lauten.
=====
Dashboard Deutschland, Rubrik Wirtschaft und Konjunktur: Es bietet Indikatoren rund um Wirtschaft und Konjunktur, allgemeine Wirtschaftsentwicklung und Erholungspläne sowie spezifische Branchen, Außenhandel, Konsum und Preise:
https://www.dashboard-deutschland.de/konjunktur_wirtschaft/aussenhandel
Ergänzung: Es liegen zwar Studien zu den wirtschaftlichen Auswirkungen offener Daten vor, es liegen jedoch keine Erkenntnisse zur wiederkehrenden Datenerhebung vor.

Berlin (Land): Diese Daten sind auf der Plattform des Amtes für Statistik Berlin-Brandenburg für Berlin verfügbar. Für das neu gegründete Unternehmen beziehen wir unsere Daten aus der Gewerbedatenbank:
Bevölkerungsdaten: https://www.statistik-berlin-brandenburg.de/bevoelkerung
Daten der Gewerbedatenbank: https://senweb.leto.polyteia.de/app/ac755f96-46a2-49d1-9f60-0534f3b0e833/1a705925-d1d8-49a6-8d12-1d229095f57a";Bei diesen Beispielen handelt es sich offenbar um offene Daten zu Wirtschaftskennzahlen (wie Handel, Preise, wirtschaftliche Entwicklung usw.). Bei dieser Frage geht es jedoch um die wirtschaftlichen Auswirkungen offener Daten selbst. Verfügen Sie über Studien/Daten zu den Auswirkungen, die offene Daten auf die Wirtschaft haben?;;
56;Ich weiß nicht;Berlin (Land): Wir zeigen das Beschäftigungsniveau als offene Daten und hoffen, dass es Auswirkungen hat;;;
