ID;Answer from 2024;Explanation from 2024;Confirm, change or complement answer/explanation from 2024;Provide updated answer (if applicable);Provide updated explanation (if applicable)
I7;nein;;Change;Ja;"{Neubewertung der Antwort}

Die deutsche Antwort aus dem Jahr 2023 bleibt gültig:

– Die Open-Access-Initiative der FU Berlin: https://www.fu-berlin.de/sites/open_access/akteure/oa-policy

– Es gibt Fördermöglichkeiten und weitere Aktivitäten zur Förderung des Forschungsdatenmanagements mit dem Ziel, diese hochwertigen Daten nach den FAIR-Prinzipien zum Nutzen von Wissenschaft, Wirtschaft und Zivilgesellschaft zugänglich zu machen.

– Das mFUND-Programm umfasst mehrere Projekte, die aus zivilgesellschaftlichem Engagement hervorgehen. Ein Beispiel ist das miki-Projekt („mobil im Kiez“, https://www.bmvi.de/SharedDocs/DE/Artikel/DG/mfund-projekte/miki.html), das unter Einbeziehung zivilgesellschaftlichen Engagements Lösungen zur Navigation und Orientierung für Menschen mit eingeschränkter Mobilität entwickelt. Insgesamt gibt es 15 mFUND-Projekte mit Beteiligung zivilgesellschaftlicher Organisationen, die offene Daten nutzen und/oder erstellen.

- OParl ist eine Initiative zur Förderung der Offenheit parlamentarischer Informationssysteme auf lokaler Ebene in Deutschland, siehe: https://oparl.org/

- Derzeit gibt es bundesweit 34 sogenannte „OK Labs“, die unter der Leitung von Code for Germany arbeiten. Diese Labs arbeiten täglich mit offenen Daten und entwickeln verschiedene Projekte, Anwendungen und Anwendungsfälle. Eine Übersicht der Labs finden Sie hier:
https://www.codefor.de/; https://www.codefor.de/about/
Eine Übersicht über die Projekte, an denen die Labs arbeiten: https://www.codefor.de/projekte/
Beispiel-Websites einiger Labs:
https://www.codefor.de/berlin/
https://www.codefor.de/ruhrgebiet/
https://www.codefor.de/niederrhein/
https://www.codefor.de/bonn/
https://www.codefor.de/koeln/
https://www.codefor.de/muenchen/

Antwort zu R1: Wählen Sie einen anderen, passenderen Link. Die FU verfolgt eine Open-Access-Strategie.

Auszug aus der Präambel: Die Freie Universität Berlin bekennt sich zur Förderung von Open Access und legt größten Wert auf die hohe Qualität wissenschaftlicher Publikationen unter Einhaltung aller technischen Standards. Sie beteiligt sich aktiv an relevanten Open-Access-Initiativen und bekennt sich insbesondere zu den Zielen der Open-Access-Strategie des Landes Berlin."
D4.2;;;;;
I8;ja;Entfällt;Confirm;;
I8-a;ja;"BMEL:
Datenportale im Zuständigkeitsbereich des Bundesministeriums für Ernährung und Landwirtschaft, z. B. https://www.openagrar.de oder https://atlas.thuenen.de, zählen die Zugriffe auf Datensätze. Die Nutzung der Daten wird jedoch nicht erfasst. In einigen Fällen ist für bestimmte offene Datensätze eine Registrierung erforderlich: Beispiel: Die Public-Use-Datei der BfR-Total-Diet-Studie „MEAL“ ist auf der BfR-Website verfügbar. Der Benutzerzugriff wird durch eine Registrierung registriert:
http://www.bfr-meal-studie.de/de/public-use-file.html

BMG:
Wir laden unsere Daten auf die Zenodo-Plattform hoch und überwachen deren Nutzung.

Nordrhein-Westfalen: Ein Call-to-Action zu jedem Datensatz mit einem zugehörigen Formular auf dem Open-Data-Portal open.nrw fördert die Rückmeldung zur Datenweiterverwendung (https://open.nrw/formular-anwendungsbeispiele).";Confirm;;
I8-b;ja;"BMEL:
Bereits veröffentlichte, aber über ein Jahr alte Beispiele aus dem FAIRagro-Konsortium (einem Konsortium, an dem viele dem Bundesministerium für Ernährung und Landwirtschaft unterstehende Behörden beteiligt sind):
1 – Senft M, Stahl U, Svoboda N (2022) Forschungsdatenmanagement in den Agrarwissenschaften in Deutschland: Wir sind noch nicht da, wo wir sein wollen. PLoS ONE 17(9): e0274677. https://doi.org/10.1371/journal.pone.0274677
2 – Senft, M., Stahl, U., & Svoboda, N. (2021). Datensatz: Umfrage zum Forschungsdatenmanagement in den Agrarwissenschaften in Deutschland [Datensatz]. OpenAgrar Repository. https://doi.org/10.5073/20211013-105447
Bereits veröffentlichte, aber über ein Jahr alte Beispiele aus NFDI4Health:
Bericht zur 1. NFDI4Health-Nutzerbefragung: Status-quo-Erhebung 2021, https://doi.org/10.4126/FRL01-006461780

Nordrhein-Westfalen: Regelmäßiges Monitoring von Kennzahlen wie Aufrufen und Downloads von Datensätzen

Berlin: meinberlin.de Online-Umfrage

Schleswig-Holstein:
Im Rahmen der Evaluation der Open-Data-Gesetzgebung und des Open-Data-Portals wurde eine Nutzerbefragung des Open-Data-Portals durchgeführt. Die Ergebnisse liegen noch nicht vor.";Confirm;;
I8-c;ja;"Berlin: Workshops wie die AG Open Data

Schleswig-Holstein:
Wir organisierten drei „Datendialoge“ für Forschende, Wirtschaft und Zivilgesellschaft. In diesen Workshops sammelten wir die Bedürfnisse und Wünsche der drei verschiedenen Gruppen.

Bayern: Zwei Workshops zur Nutzung offener Daten durch Zivilgesellschaft und Start-ups in Bayern im Rahmen des Open Data Day München";Confirm;;
I8-d;ja;"Berlin: Stakeholder-Workshops zur Open-Data-Strategie

BMG:
Wir nutzen GitHub Issues, um mit der Community zu interagieren, Fragen zu beantworten und Feedback von unserer Community zu erhalten.";Confirm;;
I9;ja;Entfällt;Confirm;;
I9-a;ja;"Schleswig-Holstein:
Wir haben eine lebendige digitale Barcamp-Szene. Wir versuchen, in allen größeren Städten jährlich Veranstaltungen zum Thema Open Data anzubieten. Dabei sammeln wir Bedarfe und Wünsche.

BMG:
Wir veranstalten regelmäßig Workshops und Seminare, um unsere Produkte bedarfsgerecht weiterzuentwickeln.

Bayern: Fortführung moderierter Usability-Tests mit Nutzerinnen und Nutzern des Portals.

BMDV:
Mobility Data Space und Mobilithek nutzen Feedback-Maßnahmen mit Portalnutzerinnen und -nutzern.";Confirm;;
I9-b;ja;Entfällt;Confirm;;
I9-c;ja;Entfällt;Confirm;;
I10;ja;"Bayern: Anwendungsfälle werden gesammelt und können unter https://oc.bydata.de/using/usecases gemeldet werden.

Berlin: Daten-Prototyping mit dem ODIS

Nordrhein-Westfalen: Wiederverwendungsfälle werden in einem Showroom veröffentlicht (https://open.nrw/open-data/open-data-showroom).";Confirm;;
I11;ja;"BMG:
Im Rahmen des NFDI4Health-Konsortiums werden derzeit systematische Verfahren zur Klassifizierung von Wiederverwendungsfällen entwickelt.";Confirm;;
D4.3;;;;;
D4.3a;;;;;
I12;ja;Berlin: die Studie „Open Data in der Berliner Verwaltung“: https://odis-berlin.de/file-download/01_Handout-OpenData-Kurzerklaert.pdf;Confirm;;
I13;ja;"Berlin: Das Bibliotheks-Dashboard zeigt die Nutzung von Daten zur Verbesserung öffentlicher Dienstleistungen https://odis-berlin.de/projekte/2023-03-pankow-bibliotheksdaten

BMEL:
Die Veröffentlichung von Daten als FAIR Open Data reduziert den Aufwand für die Bereitstellung von Daten für Behörden im Zuständigkeitsbereich des Bundesministeriums für Ernährung und Landwirtschaft. Interessierte können die Daten beispielsweise ohne formelle Anfrage herunterladen. Das Bundesamt für Verbraucherschutz und Lebensmittelsicherheit bietet beispielsweise über eine API Zugriff auf Zulassungsdaten für Pflanzenschutzmittel/Pestizide https://www.bvl.bund.de/SharedDocs/Fachmeldungen/04_pflanzenschutzmittel/2024/2024_04_03_Fa_PSM_API.html. Weitere Beispiele speziell für Forschungsdaten sind Datensätze, die auf OpenAgrar (https://www.openagrar.de/servlets/solr/select?q=%2Bcategory.top%3A%22mir_genres%3Aresearch_data%22+%2BobjectType%3Amods+%2Bcategory.top%3A%22state%3Apublished%22&mask=content/browse/genres.xml%23open%5B%5D&sort=mods.dateIssued+desc&fq=worldReadableComplete:true) oder auf https://atlas.thuenen.de/layers/ veröffentlicht wurden.";Confirm;;
I14;ja;"Bayern: Ja. Beispielsweise hat die Stadt Augsburg Finanzdaten zu Beteiligungen veröffentlicht: https://augsburg.bydata.de/?locale=de&page=3&limit=10

Berlin: Visualisierung der Berliner Finanzdaten: https://odis-berlin.de/projekte/2022-09-haushaltsdaten";Confirm;;
I15;Ich weiß nicht;;Change;Ja;"{Neubewertung der Antwort}

Die deutsche Antwort aus dem Jahr 2023 bleibt gültig:

Die offene Bereitstellung von Wetter- und Klimadaten hat sich in jüngster Zeit positiv auf die Erreichung politischer Ziele ausgewirkt und breite Akzeptanz in der Bevölkerung gefunden, beispielsweise im Klimaschutz.

Offene Geodaten werden in verschiedenen politischen Entscheidungsprozessen als Basisinformation zur Visualisierung lokaler, regionaler oder nationaler Zusammenhänge, aber auch für statistische Analysen genutzt. Die Daten werden bereitgestellt über:
- https://www.geoportal.nrw/
- https://open.nrw/

Berlin (Land): Wir nutzen offene Daten aus dem Bereich der erneuerbaren Energien, um aufzuzeigen, wie wir die Ziele des Berliner Energie- und Klimaschutzkonzepts erreichen können, zum Beispiel wie wir die Nutzung von Solaranlagen auf den Dächern öffentlicher und privater Gebäude verbessern können. Link: https://energieatlas.berlin.de/ (mit den Daten und der Visualisierung, welche erneuerbaren Energien genutzt werden und wie viel Energie verbraucht wird).

Weitere Beispiele finden Sie hier:
1) „Wegweiser Kommune“ (https://www.wegweiser-kommune.de/) ist eine Plattform, die offene Daten (Statistiken) des Statistischen Bundesamtes nutzt, um demografische Informationen (Prognosen, demografische Daten und Migrationsdaten) zu visualisieren. Ziel ist es, Städten mit mehr als 5.000 Einwohnern ein Informationssystem bereitzustellen, das es ihnen ermöglicht, (i) ihre Entwicklung zu visualisieren und (ii) ihre jeweilige Zukunft aktiv zu gestalten.
2) Pegel-Online (http://pegelonline.wsv.de/gast/start) ist eine äußerst erfolgreiche Open-Data-App und Online-Plattform des Wasserstraßen- und Schifffahrtsamtes (WSB), die Informationen zu den Wasserständen von mehr als 7.300 km Flüssen und Kanälen in Deutschland bereitstellt. Sie dient nicht nur privaten Nutzern (Bürgern), die diese Flüsse/Kanäle nutzen oder in der Nähe wohnen, als Entscheidungsgrundlage, sondern auch öffentlichen Stellen und Beamten, die sich mit Wasserfragen in Deutschland befassen (z. B. Bauarbeiten, Hochwasserschutz usw.).
3) Integreat (https://integreat-app.de/ueber-uns/) ist eine lokale, mehrsprachige Open-Data-Plattform, deren Ziel es ist, Informationsarmut zu verhindern und die Inklusion und Integration von Einwanderern zu erleichtern. Sie richtet sich sowohl an Einwanderer selbst als auch an Integrationsbeauftragte und Stadtverwaltungen und bietet einen Überblick über Sprachkurse, Verwaltungsverfahren, Stellenangebote und Alltagsthemen."
I16;ja;"BMG:
Offene Daten dienen als Grundlage für mehrere Dashboards, zum Beispiel: https://infektionsradar.gesund.bund.de/de";Confirm;;
D4.3b;;;;;
I17;nein;"BMAS:
Derzeit gibt es keine Studie oder Daten, die genau zu dieser Fragestellung passen. Die Antwort muss daher „Nein“ lauten.
=====
Der Sozialhaushaltsdatensatz bietet einen Überblick über das Leistungsspektrum und die Finanzierung des Sozialversicherungssystems in Deutschland. Der Sozialhaushaltsdatensatz ist als Open Data mit www.govdata.de verknüpft. Die Veröffentlichung des Datensatzes erhöht die Transparenz und Rechenschaftspflicht in Deutschland.

Als Instrument zur Überprüfung politischer Maßnahmen und zur Anregung neuer Maßnahmen ist die Bundesregierung verpflichtet, regelmäßig einen Armuts- und Reichtumsbericht vorzulegen. Bisher wurden sechs Berichte veröffentlicht. Alle Berichte sowie die dazugehörige wissenschaftliche Forschung werden im Internet veröffentlicht.
ARB - Startseite (armuts-und-erreichtumsbericht.de)
Im Rahmen des Armuts- und Reichtumsberichts werden Indikatoren im Internet veröffentlicht und als offene Datendateien zur Verfügung gestellt.
ARB - Open Data (armuts-und-reichtumsbericht.de)

Fakten zur Rente ist eine Informationsbasis. Ziel ist es, die Diskussion über die Zukunft der Alterssicherung zu unterstützen. Mit Zahlen und Fakten zur Altersvorsorge soll ein Beitrag zur Versachlichung der Debatte geleistet werden. Dabei werden beide Entwicklungslinien sowie der aktuelle Stand ausgewählter Aspekte der Altersvorsorge beschrieben und so eine Grundlage für ein besseres Verständnis des Themas Altersvorsorge geschaffen.
BMAS - Klargestellt: Fakten zur Rente, Link: https://www.bmas.de/DE/Soziales/Rente-und-
Hamburg: -Hamburg: -Die sozialen Auswirkungen werden hiermit als die positive Auswirkung der Nutzung offener Daten auf vier spezifische Herausforderungen für die Gesellschaft definiert: 1) Einbeziehung von Minderheiten, Migranten und/oder Flüchtlingen und Verringerung der Ungleichheit, 2) Linderung von Wohnungsproblemen, 3) Förderung von Gesundheit und Wohlbefinden, 4) Verbesserung der Bildung.

Altersvorsorge/Fakten-zur-Rente/fakten-zur-rente.html
In einem separaten Abschnitt werden die verwendeten Daten in einem offenen Datenformat für die interessierte Öffentlichkeit präsentiert.
BMAS - Daten zur Rente zum Download, Link: https://www.bmas.de/DE/Service/Statistiken-Open-Data/Daten-zur-Rente/daten-zur-rente.html

Das Bundesministerium für Ernährung und Landwirtschaft stellt mehrere Datensätze zur Verfügung, z.B. zum Thema Ernährungsverhalten

Beispiele auf regionaler Ebene:
Berlin (Land): Wir haben ein „Sozialinformationssystem“, ein offenes Datenportal zu Themen wie gesellschaftlichen Herausforderungen
https://www.sozial-informations-system.de/home?lang=de

Hamburg: Hamburg: - Die sozialen Auswirkungen werden hiermit als die positive Auswirkung der Nutzung offener Daten auf vier spezifische Herausforderungen für die Gesellschaft definiert: 1) Einbeziehung von Minderheiten, Migranten und/oder Flüchtlingen und Verringerung der Ungleichheit, 2) Linderung von Wohnungsproblemen, 3) Förderung von Gesundheit und Wohlbefinden, 4) Verbesserung der Bildung.";Change;Ja;{Im Reifegradbericht wurde 2024 ein falscher Wert verwendet}
I18;Ich weiß nicht;;Change;Ja;"{Neubewertung der Antwort}

Die deutsche Antwort aus dem Jahr 2023 bleibt gültig:

Das Bundesministerium für Arbeit und Soziales (BMAS) hat die Website www.einfach-teilhaben.de gestartet. Diese Website bietet Informationen für Menschen mit Behinderungen und ihre Angehörigen. Sie enthält Daten zu Einrichtungen, die Menschen mit Behinderungen unterstützen.

Der Smart Development Hack des BMZ hat zu konkreten Lösungen geführt, zum Beispiel:
(URL: https://toolkit-digitalisierung.de/de/smartdevelopmenthack/ )

Berlin: Wir arbeiten an einem Open-Data-Projekt namens „Flüchtlingsmonitoring“, das die aktuelle Situation von Flüchtlingen beleuchten und Ungleichheiten in der Gesellschaft abbauen soll. https://www.berlin.de/lb/intmig/themen/fluechtlinge/fluechtlingspolitik/

Pflegeplätze finden mit dem NRW-Wohnortfinder:
https://www.heimfinder.nrw.de/
Wheelmap ist eine Karte zum Suchen und Finden von Rollstuhlplätzen (basierend auf OpenStreetMap):
https://news.wheelmap.org/

Weitere Initiativen und Lösungen:
- wheelmap.org wurde von der zivilgesellschaftlichen Initiative Sozialhelden entwickelt. Mithilfe offener geografischer Daten (bereitgestellt von OpenStreetMap) und kollaborativer Informationsbeschaffung zeigt die Karte, welche öffentlichen Räume in vielen deutschen Städten rollstuhlgerecht sind (oder nicht). Dadurch verbessert sie die Mobilität und das Sicherheitsgefühl von Rollstuhlfahrern im öffentlichen Raum.
- Integreat (https://integreat-app.de/ueber-uns/) ist eine lokale, mehrsprachige Open-Data-Plattform. Sie bietet Integrationsbeauftragten und Stadtverwaltungen sowie Zuwanderern einen Überblick über Sprachkurse, Behördengänge, Stellenangebote und Alltagsthemen in ihrer Region. Dies verbessert ihre Chancen auf hochwertige Unterstützung und die Integration in die Gesellschaft.
- Die Stadt Heidelberg hat eine Mobilitäts-Navigations-App für Bürger mit Behinderung entwickelt: https://www.heidelberg.de/Digitale-Stadt/startseite/projekte/projekt+routenplanung+fuer+barrierefreiheit.html"
I19;Ich weiß nicht;;Change;Ja;"{Im Reifegradbericht wurde 2024 ein falscher Wert verwendet}

NRW: BORIS.NRW stellt Daten zur Entwicklung der Immobilienpreise bereit: https://www.boris.nrw.de/boris-nrw/?lang=de. Open Data bildet die Datengrundlage für die Zusammenstellung der Bodenrichtwerte aus verschiedenen Quellen und stellt gleichzeitig die Grundlage für eine Suchfunktion dar.

Die Darstellung der Bodenrichtwerte im Internet basiert auf einem einheitlichen Datensatz in Nordrhein-Westfalen. Diese Daten werden jährlich aktualisiert und bilden die Grundlage für die Suche im Tool. Zusatz: Die Boden- und Immobilienrichtwertdatensätze des Immobilienmarktinformationssystems können gemäß den Nutzungsbedingungen von BORIS-NRW kostenlos genutzt werden."
I20;Ich weiß nicht;;Change;Ja;"{Im Reifegradbericht wurde 2024 ein falscher Wert verwendet}

Das RKI (Robert-Koch-Institut) bietet verschiedene Datensätze zu Indikatoren aus dem Gesundheitsbereich (z. B. SARS2-Inzidenzen, Impfungen) an:
https://www.govdata.de/web/guest/daten/-/searchresult/f/groups%3Aheal%2Ctype%3Adataset%2Csourceportal%3A9b637d65-df77-42b5-bbad-d7400ffbff56%2C/s/relevance_desc
https://zenodo.org/communities/robertkochinstitut
https://github.com/robert-koch-institut

Aus den genannten Beispielen lassen sich jedoch keine konkreten Anwendungen, Anwendungsfälle oder Dienste ableiten – zumindest keine, die vermutlich auf die vorliegende Fragestellung abzielen. /// Karte zum Thema Lärm: https://www.umgebungslaerm-kartierung.nrw.de/; Karte Luftverschmutzung: https://www.ekl.nrw.de/ekat/ (Emissionen)

Gesundheitsstatistiken, separat bereitgestellt vom Statistischen Bundesamt (Destatis), siehe: https://www-genesis.destatis.de/genesis/online?operation=themes&levelindex=0&levelid=1724858612321&code=23#abreadcrumb"""
I21;ja;"BMAS:
Unter https://www.arbeitsagentur.de/jobsuche/ der Bundesagentur für Arbeit können sich Ausbildungssuchende über freie (Berufs-)Ausbildungsplätze informieren.";Confirm;;
D4.3c;;;;;
I22;nein;"Bayern: Ja. Beispielsweise nutzt das Start-up „Urbansens“ offene Daten zur Analyse von Hitze- und Umweltproblemen in Städten (https://oc.bydata.de/using/usecases/urbansens).

Hamburg: Die Umweltauswirkungen werden hier als positiver Effekt der Nutzung offener Daten auf vier spezifische Umweltherausforderungen definiert: 1) Schutz der Biodiversität (z. B. Erhaltung einer guten Luft- und Wasserqualität), 2) Schaffung umweltfreundlicherer Städte (z. B. in Bezug auf Verkehr und Abfallwirtschaft), 3) Bekämpfung des Klimawandels und damit verbundener Katastrophen, 4) Ausbau der Nutzung erneuerbarer Energien.

Berlin: Energiesektor: https://odis-berlin.de/projekte/2023-03-energiecheckpoint";Change;Ja;{Im Reifegradbericht wurde 2024 ein falscher Wert verwendet}
I23;ja;"Bayern: Ja, z. B. Projekte zur Analyse der Bäume in Würzburg (https://oc.bydata.de/using/usecases/baeumewuerzburg & https://oc.bydata.de/using/usecases/laubnadelwuerzburg)

Berlin: Ja für eine bessere Luftqualität und Wasserversorgung";Confirm;;
I24;ja;Bayern: Ja, z. B. Projekte zur Analyse der Fahrradnutzung in der Stadt München https://oc.bydata.de/using/usecases/trendradeln & https://oc.bydata.de/using/usecases/fahrradmuenchen;Confirm;;
I25;ja;Bayern: Ja, z.B. nutzt das Start-Up „Urbansens“ offene Daten zur Analyse von Hochwasserrisiken https://oc.bydata.de/using/usecases/urbansens;Confirm;;
I26;ja;"Schleswig-Holstein:
Das Solarpotenzialkataster https://www.solarkataster-sh.de wurde auf Basis der Daten des Open-Data-Portals erstellt.";Confirm;;
D4.3d;;;;;
I27;nein;"Derzeit gibt es keine Studie oder Daten, die genau zu dieser Fragestellung passen. Die Antwort muss daher „Nein“ lauten.
=====
Dashboard Deutschland, Rubrik Wirtschaft und Konjunktur: Es bietet Indikatoren rund um Wirtschaft und Konjunktur, allgemeine Wirtschaftsentwicklung und Erholungspläne sowie spezifische Branchen, Außenhandel, Konsum und Preise:
https://www.dashboard-deutschland.de/konjunktur_wirtschaft/aussenhandel
Ergänzung: Es liegen zwar Studien zu den wirtschaftlichen Auswirkungen offener Daten vor, es liegen jedoch keine Erkenntnisse zur wiederkehrenden Datenerhebung vor.

Berlin (Land): Diese Daten sind auf der Plattform des Amtes für Statistik Berlin-Brandenburg für Berlin verfügbar. Für das neu gegründete Unternehmen beziehen wir unsere Daten aus der Gewerbedatenbank:
Bevölkerungsdaten: https://www.statistik-berlin-brandenburg.de/bevoelkerung
Daten der Gewerbedatenbank: https://senweb.leto.polyteia.de/app/ac755f96-46a2-49d1-9f60-0534f3b0e833/1a705925-d1d8-49a6-8d12-1d229095f57a";Confirm;;
I28;ja;"BMAS:
Arbeitssuchende können sich unter https://www.arbeitsagentur.de/jobsuche/ der Bundesagentur für Arbeit über offene Stellen informieren.";Confirm;;
I29;ja;"BMDV:
Das BMDV-Forschungsprogramm mFUND fordert ausdrücklich die Wiederverwendung und/oder Bereitstellung offener Daten für innovative Mobilitätsprojekte. Hier drei Beispiele für geförderte Projekte im Rahmen des mFUND-Programms:
FixMyCity (https://www.fixmycity.de) bietet eine Plattform und Tools für die Planung von Fahrradinfrastruktur. Es basiert auf dem mFUND-Projekt FixmyBerlin (https://bmdv.bund.de/SharedDocs/DE/Artikel/DG/mfund-projekte/fixmyberlin.html?nn=12830). Das Tool ist unter (https://fixmyberlin.de/planungen) frei nutzbar und trägt dazu bei, diese Infrastruktur auf Basis von Bürgerdaten zu verbessern.
RailBench (https://bmdv.bund.de/SharedDocs/DE/Artikel/DG/mfund-projekte/rail-bench.html) ist ein aktuell laufendes mFUND-Projekt, das eine Benchmark-Suite für die Automatisierung des Schienenverkehrs entwickelt und unter einer offenen Lizenz verfügbar sein wird. Die Plattform basiert auf der KITTI-Benchmark-Suite und wird von der Deutschen Bahn und dem Deutschen Zentrum für Schienenverkehrsforschung (DZSF) bereitgestellt. Die Daten finden Sie hier: https://data.fid-move.de/dataset/osdar23.
Wheelmap (https://wheelmap.org/search) ist eine Plattform, die Daten zur Barrierefreiheit im öffentlichen Raum und im öffentlichen Nahverkehr sowie an anderen Orten wie Hotels, Restaurants, Einkaufszentren usw. anzeigt. Sie basiert auf einer Auswahl von Projekten, die im Rahmen des mFUND-Programms gefördert wurden (https://sor.bz/FZ6U7).

Bayern: Ja, z. B. das Start-up „SE3Labs“, das georäumliche KI zur Erforschung offener Daten nutzt (https://oc.bydata.de/using/usecases/se3labs).

Berlin: Künstliche Intelligenz, z. B. LLM oder digitale Zwillinge.";Confirm;;
I30;ja;"BMWK:
Ein Ziel des deutschen „Aktionsplans für mehr Unternehmerinnen im Mittelstand“ der Bundesregierung, von Wirtschaftsverbänden, zivilgesellschaftlichen Organisationen und Forschungsinstituten ist die Verbesserung der Datentransparenz zum Thema weibliches Unternehmertum. Datenanalyse und Transparenz bilden die Grundlage für eine evidenzbasierte Politikgestaltung. (https://www.bmwk.de/Redaktion/EN/Publikationen/Wirtschaft/aktionsplan-mehr-unternehmerinnen-im-mittelstand.html) Ein Beispiel dafür ist die vom Bundesministerium für Wirtschaft und Klimaschutz (BMWi) beim Ludwig-Fröhler-Institut in Auftrag gegebene Studie zur Beschäftigungssituation von Frauen im Handwerk: https://www.bmwk.de/Redaktion/DE/Dossier/Mehr-Unternehmerinnen-fuer-den-Mittelstand/Textsammlungen/lfi-studie.html

BMDV:
FixMyCity: Die erfolgreiche Einführung des Toolsets und die Gründung des dahinterstehenden Unternehmens wären ohne das mFUND-Projekt FixmyBerlin nicht möglich gewesen.
GOAT (https://www.open-accessibility.org/) ist ein interaktives, dynamisches und datenbasiertes Planungstool für Barrierefreiheit. Es wird von einer aktiven Community als Open-Source-Projekt entwickelt. Es basiert auf dem mFUND-Projekt GOAT (https://bmdv.bund.de/SharedDocs/DE/Artikel/DG/mfund-projekte/GOAT.html), gefolgt vom aktuell laufenden Projekt GOAT 3.0 (https://bmdv.bund.de/SharedDocs/DE/Artikel/DG/mfund-projekte/goat-3-0.html). Unternehmenswebsite: https://plan4better.de/
Wheelmap: Wir möchten hier erneut auf die erfolgreich gestartete Plattform Wheelmap hinweisen (siehe Punkt I29).

Bayern: Ja, z. B. basieren die Start-ups Credium, Urbansens und SE3Labs auf offenen Daten.";Confirm;;
I31;ja;"BMWK:
Es liegen derzeit keine Studien oder Daten vor, die genau auf diese Frage passen. Die Antwort muss daher „nein“ lauten.

Die Bundesbank betrachtet die Digitalisierung nur allgemein:
https://www.bundesbank.de/resource/blob/906616/619cb6633927dc5d02c459fc3c5afe60/mL/2023-03-arbeitsproduktivitaet-data.pdf";Confirm;;
