ID;Answer from 2023;Explanation from 2023;Confirm, change or complement answer/explanation from 2023;Provide updated answer (if applicable);Provide updated explanation (if applicable)
PT35;ja;Eine Liste aller Datenanbieter ist als Filterliste unter folgendem Link abrufbar, der auch alle regionalen Portale umfasst: https://www.govdata.de/web/guest/daten;Complement;ja;Berliner Geoportal Wasserportal, Energieatlas, Gewerbedatenatlas, Urbane Datenplattform PRISMA, digitale Plattform Stadtverkehr, es gibt viele Portale in Berlin
PT36;ja;Eine Liste aller Datenanbieter ist als Filterliste unter folgendem Link abrufbar, der auch alle regionalen Portale umfasst: https://www.govdata.de/web/guest/daten;Confirm;ja;
PT37;die meisten Datensätze;Kurznotiz: Einige, meist regionale Datenanbieter, geben ihre Daten bei GovData manuell ein;Change;die meisten Datensätze;"Kurzer Hinweis: Einige, vor allem regionale Datenanbieter, geben ihre Daten manuell bei GovData ein.

Nachtrag: Danke für den Hinweis. Wir haben die Spalte H aktualisiert."
PT38;ja;"Ja, es gibt einige Beispiele:
https://www.govdata.de/web/guest/suchen/-/details/pegelonline
https://www.govdata.de/web/guest/suchen/-/details/aktuellste-10-minutige-stationsmessungen-der-niederschlagshohe-in-deutschland";Complement;ja;Berlin:aber sehr wenige, nicht viele
PT39;neue Frage;neue Frage;Change;ja;"Berlin: Bürgerbasierte Daten wie die Radverkehrsdaten aus dem Projekt „Berlin zählt Mobilität“

GovData: Siehe Antwort zu Frage PT7. Wir können nicht mehr unterscheiden, welche Daten amtlich und welche nicht amtlich sind. Es gibt auch Daten, die aus der Kombination amtlicher Daten (Katasterdaten) und nicht amtlicher Daten (OSM) entstehen.

Beispiel: https://www.govdata.de/web/guest/suchen/-/details/osm-strassen-koln-bonn und https://www.govdata.de/web/guest/suchen/-/details/spw2-alkisosmb7bb8"
PT40;nein;;Change;ja;Berlin: ja, wir haben die Berliner Kerndatensätze überwacht: https://odis-berlin.de/projekte/2023-02-kerndaten%C3%A4tze
D2.4;;;;;
PT41;neue Frage;neue Frage;Change;ja;GovData: Nach Projektstart wurde das GovData-Portal ein Produkt des IT-Planungsrats. Die Finanzierung wurde über eine Verwaltungsvereinbarung mit allen 16 Bundesländern und dem Bund sichergestellt. Um den langfristigen Betrieb aller Produkte des deutschen IT-Planungsrats sicherzustellen, wurde FITKO als neue Behörde gegründet https://www.it-planungsrat.de/fileadmin/beschluesse/2021/Beschluss2021-21_FITKO_Gruendungsbeschluss.pdf Bei der Gründung im Jahr 2020 wurde GovData explizit als zu übernehmendes Produkt genannt. Die Datenlieferung an GovData ist gesetzlich vorgeschrieben.
PT42;ja;"Ja, sehen Sie
https://twitter.com/govdata_de
https://social.bund.de/@opendata";Change;nein;Berlin:-Nicht mehr, seit Twitter zu X wurde
PT43;ja;Wir stellen unseren Quellcode auf GitHub zur Verfügung: https://github.com/govdataofficial und auf Open CoDE (ein von Deutschland gehostetes GitLab): https://gitlab.opencode.de/fitko/govdata;Complement;ja;"Berlin: =HYPERLINK(""#""; ""https://github.com/berlinonline "")"
PT44;ja;Das Dashboard verwendet unseren SHACL-Validator (Online-Version verfügbar unter: https://www.itb.ec.europa.eu/shacl/dcat-ap.de/upload) und bietet den Datenanbietern Links zur Verbesserung ihrer Metadatenqualität und ihrer Leistung auf dem nationalen Portal.;Change;nein;
PT45;ja;Mit dem SHACL Validator erhalten Datenanbieter Feedback zur Metadatenqualität und zu defekten Links in ihrer Datenbank. Darüber hinaus liefert der Validator Hinweise zur Fehlerbehebung.;Change;nein;
D3;;;;;
D3.1;;;;;
Q1;ja;Die Metadaten unterliegen einem kontinuierlichen Ernteprozess mit Kontrolle der Metadaten und automatischer Suche nach Duplikaten.;Confirm;;
Q2;neue Frage;neue Frage;Change;70-89%;"Berlin: Datenerhebung über das Geoportal

90–99 %. Wir verfügen für fast jedes Bundesland über ein Open-Data-Portal. Die größeren (aber auch kleineren) Städte betreiben ein eigenes Open-Data-Portal. Darüber hinaus gibt es verschiedene thematische Datenportale, beispielsweise für Verkehrs- und Geodaten. Alle diese Datenportale sind in einem großen Netzwerk oder Baum miteinander verknüpft und ernten sich gegenseitig. Am Ende steht GovData, das fast alle Metadaten aus den Unterportalen sammelt. Nur ein kleiner Teil der Daten wird manuell direkt in GovData eingegeben."
Q3;neue Frage;neue Frage;Change;innerhalb einer Woche;"GovData: Die Metadaten werden durchschnittlich nach zwei Tagen aktualisiert. Werden Metadaten manuell direkt im GovData-Portal geändert, sind die Änderungen sofort sichtbar. Wird ein Datensatz im Geoportal einer Stadt geändert, nutzt die Stadt ihr Geoportal. Die Stadt kann dann vom Portal des Landkreises und dieses wiederum vom Bundesland und dieses wiederum von GovData genutzt werden. Diese Kette kann zu einer Verzögerung von mehreren Tagen bei der Datenaktualisierung führen.

Nachtrag: Bestätigung"
Q4;neue Frage;neue Frage;Change;ja;"GovData: Bis vor Kurzem war es nicht möglich, Datenreihen in den Metadaten zu kennzeichnen. Daher wurden Datenreihen in der Vergangenheit so unterschiedlich wie möglich erstellt. Die lokalen Unterportale verfolgen jeweils eigene Strategien, um damit umzugehen. Mit der Einführung von DCAT-AP.de 3.0 ist ein Beispiel für eine korrekte Datenreihe geplant. Darauf aufbauend könnten wir an einer Harmonisierung arbeiten.

Nachtrag: Ja, die neue Version von DCAT-AP.de ermöglicht die korrekte und eindeutige Kennzeichnung von Datensatzreihen. Derzeit messen wir diesen Aspekt nicht, da es keine standardisierte Methode gibt und mehr als vier Methoden zur Kennzeichnung von Datenreihen verwendet werden."
Q5;neue Frage;neue Frage;Change;ja;"Berlin: Es wird jedoch nicht genutzt, da die Datenanbieter von anderen Plattformen wie GENESIS Online veröffentlichen, wo es eine Schnittstelle zum Govdata-Portal gibt, oder über das Geoportal Berlin, wo es eine API zum Berliner Open Data-Portal gibt. Sie müssen die Daten jedoch nicht extra auf dem Berliner Portal angeben, da dies im Geoportal angegeben wird.
GovData:
Wir sind stolz darauf, als zweiter Staat die Auszeichnung für hochwertige Datensätze korrekt an das europäische Datenportal übertragen zu haben. Um dies erfolgreich durchführen zu können, mussten wir CKAN erweitern, sodass HVD-Daten in ein CKAN-System importiert und anschließend exportiert werden konnten. Unsere Änderungen wurden gemäß den Open-Source-Regeln in das offizielle Repo übertragen. Für die Geodaten mussten wir den Konverter der Geo-ISO-Daten anpassen. Im Vorfeld war ein langwieriger Abstimmungsprozess mit und innerhalb der Geo-Community erforderlich. Bitte beachten Sie auch die Antwort auf Frage PT22."
Q6;neue Frage;neue Frage;Change;nein;"GovData: Teilweise stellen die Fachgemeinschaften selbst die Kompatibilität der einzelnen Datensätze sicher. Zwei Fachbereiche werden als Beispiele genannt. Die Geodaten werden in den Bundesländern erhoben und können dank etablierter Strukturen harmonisiert und als gemeinsamer Datensatz für ganz Deutschland angeboten werden. Die INSPIRE-Spezifikationen sorgen dafür, dass die Datensätze europaweit vergleichbar sind. Die Wetterdaten sind nicht nur innerhalb Europas kompatibel, sondern dank ihrer Standardisierung auch international interoperabel.

Nachtrag: Die richtige Antwort lautet weiterhin „nein“. INSPIRE und Wetterdaten sind älter als HVD. Wir verfügen also über interoperable Datensätze, führen aber keine speziellen Aktivitäten für HVD-Datensätze durch, die mit anderen Ländern interoperabel sind."
D3.2;;;;;
Q7;ja;"Unterbrochene Links, Überwachung von Importfehlern, Validierung wird gemäß DCAT-AP.de umgestellt (https://www.itb.ec.europa.eu/shacl/dcat-ap.de/upload)
Wir stellen ein Dashboard zur Verfügung, das Auskunft über die veröffentlichten Daten gibt. Während der Testphase ist das Dashboard nur für registrierte Benutzer zugänglich.
Bitte kontaktieren Sie uns zur Teilnahme per E-Mail an info@govdata.de.";Confirm;;
Q8;ja;Wir stellen ein Dashboard zur Verfügung, das Auskunft über die veröffentlichten Daten gibt. Während der Testphase ist das Dashboard nur für registrierte Benutzer zugänglich. Bitte kontaktieren Sie uns zur Teilnahme per E-Mail an info@govdata.de.;Complement;ja;"GovData: Wir bieten ein Dashboard mit Informationen zu den veröffentlichten Daten an. Während einer Testphase ist das Dashboard nur für registrierte Nutzer zugänglich. Die zugrunde liegenden Daten sind jedoch über unsere SPAQL-Schnittstelle frei zugänglich.

Nachtrag: https://govdata.de/metadatenqualitaet/qualitaetmerkmale. Diese URL wird im Laufe des Monats verfügbar sein. Wir entfernen die Option „Zugriff für registrierte Nutzer“."
Q9;neue Frage;neue Frage;Change;ja;"Berlin: =HYPERLINK(""#""; ""https://odis-berlin.de/file-download/Vorlage_Metadaten.xlsx "")

GovData: Informationen hierzu finden Sie auf unserer Informationsseite zur Datenbereitstellung auf GovData unter https://www.govdata.de/web/guest/datenbereitstellungaufgovdata. Dort verweisen wir auf das Self-Service-Tool zur Prüfung DCAT-AP.de-kompatibler Metadaten. Bei der Anbindung neuer Datenanbieter an GovData wird deren Endpunkt umfassend getestet und die Anbieter erhalten eine schriftliche Analyse der Metadatenqualität. Im Zuge der Veröffentlichung von DCAT-AP.de 3.0 werden wir verschiedene Beispiele für qualitativ hochwertige Metadaten bereitstellen."
Q10;neue Frage;neue Frage;Change;ja;"Berlin: Der Musterdatenkatalog der Bertelsmann Stiftung

GovData: Alle Datenlieferanten müssen ihre Metadaten mindestens im DCAT-AP.de 2.0-Format bereitstellen. Der Standard selbst enthält unter anderem Vorgaben zur Lizenznutzung. Das Konventionshandbuch (https://www.dcat-ap.de/def/dcatde/2.0/implRules/) enthält 41 Konventionen für die Anlieferung an GovData."
Q11;neue Frage;neue Frage;Change;ja;"In der Open-Data-Verordnung empfehlen wir überwiegend offene Lizenzen wie CC 0 oder mindestens CC BY 4.0.

Nachtrag:
Lizenzleitfaden für GovData: https://www.govdata.de/web/guest/datenbereitsteller
Lizenzleitfaden auf DCAT-AP.de: https://www.dcat-ap.de/def/licenses/
Berliner Open-Data-Verordnung: https://www.berlin.de/sen/wirtschaft/digitalisierung/open-data/verordnung/"
Q12;>90%;Entfällt;Change;51-70%;"GovData: >90 %

Nachtrag: 90+ % sind korrekt"
Q13;5-10;Entfällt;Change;1-4;"GovData: 5-10

Nachtrag: 5-10 ist korrekt"
Q14;neue Frage;neue Frage;Change;nein;
D3.3;;;;;
Q15;neue Frage;neue Frage;Change;ja;Wir nutzen ausschließlich Datenquellen in DCAT-AP.de 2.0 oder höher. Falls dies nicht möglich ist (INSPIRE-Metadaten), entwickeln wir eine eigene CKAN-Konverter-Erweiterung. DCAT-AP.de wurde vor Jahren entwickelt, um dem europäischen DCAT-AP mit einigen deutschen Erweiterungen zu folgen.
Q16;>90%;;Change;51-70%;Nachtrag: Danke für den Hinweis. Wie in Frage Q15 beschrieben, befolgen wir die DCAT-AP-Konformität. Es gibt keinen Rückgang. Wir haben die Antworten korrigiert.
Q17;>90%;;Change;51-70%;Nachtrag: Danke für den Hinweis. Wie in Frage Q15 beschrieben, befolgen wir die DCAT-AP-Konformität. Es gibt keinen Rückgang. Wir haben die Antworten korrigiert.
Q18;71-90%;;Change;31-50%;Nachtrag: Danke für den Hinweis. Wie in Frage Q15 beschrieben, befolgen wir die DCAT-AP-Konformität. Es gibt keinen Rückgang. Wir haben die Antworten korrigiert.
Q19;ja;"DCAT-AP.de stellt lediglich eine Ergänzung zu DCAT-AP dar und ist daher vollständig DCAT-AP-konform. Die Ergänzung zu DCAT-AP ist notwendig, um deutsche Besonderheiten abzubilden.
https://www.dcat-ap.de/ // R2: Für eine genaue Erklärung müssten wir die Frage separat beantworten.

Kurz gesagt gibt es zwei rechtlich unterschiedliche Ansätze zwischen der CC BY 4.0-Lizenz und der deutschen Datenlizenz. CC BY konzentriert sich auf das materielle Eigentumsrecht, während die deutsche Variante die Lizenzierung von (amtlichen) Datensätzen als Widmungsakt einstuft. Daraus ergibt sich eine andere rechtliche Beurteilung. Hinzu kommen Aspekte aus den Regelungen in Deutschland zu Allgemeinen Geschäftsbedingungen (AGB) im zivilrechtlichen Kontext.

Es gibt also einen subtilen rechtlichen Unterschied hinter der Datenlizenz – eine „deutsche Besonderheit“. :-)

Dennoch wird die Notwendigkeit einer nationalen Lizenz derzeit diskutiert und möglicherweise in Zukunft neu bewertet.";Complement;;Nachtrag: Danke für den Hinweis. Wir haben noch eine nationale Erweiterung. Wir werden das neue DCAT-AP.de 3.0 im Dezember 2024 veröffentlichen.
Q20;neue Frage;neue Frage;Change;nein;GovData: Nein. Die Untersuchung und Verbesserung der Metadatenqualität steht auf unserer To-Do-Liste.
Q21;31-50%;Entfällt;Confirm;31-50%;GovData: '31-50%
Q22;>90%;Entfällt;Change;51-70%;"GovData: '>90 %

Nachtrag: Danke für den Hinweis. Wir haben die Antwort auf 90+ % korrigiert."
D3.4;;;;;
Q23;ja;Die Fair Principles sind ein zentraler Bestandteil der Qualitätsprüfung im Dashboard des Portals.;Complement;ja;Berlin: für Finanzdaten und für das Organigramm-Tool
Q24;ja;Seit 2021 haben wir das Dashboard zur Qualitätskontrolle. Die Datenanbieter selbst haben dort die Möglichkeit, ihre Metadatenqualität zu überprüfen. Darüber hinaus werden regelmäßig Auszüge mit den wichtigsten Qualitätsparametern an die Datenlieferanten gesendet.;Complement;ja;Berlin: Barcamp Linked Open Data
Q25;>90%;Entfällt;Confirm;>90%;Entfällt
Q26;>90%;Entfällt;Confirm;>90%;Entfällt
Q27;71-90%;Entfällt;Confirm;71-90%;Entfällt
Q28;51-70%;Entfällt;Confirm;51-70%;Entfällt
Q29;31-50%;Entfällt;Confirm;31-50%;Entfällt
D4;;;;;
D4.1;;;;;
I1;ja;"Obwohl es keine einheitliche Definition gibt, regelt § 12a Abs. 6 EGovG die Weiterverwendung offener Daten wie folgt:

„Der Abruf von Daten nach Absatz 1 Satz 1 [(= § 12a Abs. 1 enthält die Verpflichtung zur Veröffentlichung offener Daten durch Bundesbehörden)] soll unentgeltlich und zur uneingeschränkten Weiterverwendung der Daten durch jede Person ermöglicht werden. Der Abruf der Daten nach Absatz 1 Satz 1 soll jederzeit, ohne Registrierungspflicht und ohne Angabe von Gründen möglich sein.“

Darüber hinaus definiert die Open-Data-Strategie Folgendes:
„Wann sind offene Regierungsdaten im Sinne dieser [Open-Data]-Strategie?“
- Behörden die Daten selbst erhoben haben oder durch Dritte erheben lassen;
- frei zugänglich in öffentlichen Netzwerken,
- maschinenlesbar,
- nicht persönlich
- frei nutzbar,
- Keine sicherheitsrelevanten Informationen.“";Confirm;;
I2;ja;"Ja, es gibt verschiedene Methoden zur Schätzung der Wiederverwendung offener Daten. Dazu gehören die Sammlung, Verfolgung und Veröffentlichung von Anwendungsfällen und andere Überwachungsmechanismen, wie zum Beispiel:

- Nationale Ebene: Beispiele für die Datennutzung werden über Open Government Networking gesammelt und als Artikel sowie auf der CCOD-Website veröffentlicht: https://www.bva.bund.de/DE/Services/Behoerden/Beratung/Beratungszentrum/OpenData/Use_Cases/use_cases_node.html
- Die Nutzung von CODE-DE wird umfassend gemessen und regelmäßig ausgewertet.
- Regelmäßiges INSPIRE-Monitoring durch GDI-DE, Deutschlands Geodateninfrastruktur.

- Regional/lokal:
- Berlin (Land): Wir veröffentlichen die von Open Data of Berlin generierten Anwendungen auf unserem Open Data Portal: https://daten.berlin.de/anwendungen
- Im Land NRW überwachen Dateneigentümer/-anbieter und IT-Dienstleister Downloads und Service-Nutzung als interne Daten.";Change;ja;"Berlin: Ja, es gibt verschiedene Methoden zur Schätzung der Wiederverwendung offener Daten. Dazu gehören die Sammlung, Verfolgung und Veröffentlichung von Anwendungsfällen und andere Überwachungsmechanismen, wie zum Beispiel:

- Nationale Ebene: Beispiele für die Datennutzung werden über Open Government Networking gesammelt und als Artikel sowie auf der CCOD-Website veröffentlicht: https://www.bva.bund.de/DE/Services/Behoerden/Beratung/Beratungszentrum/OpenData/Use_Cases/use_cases_node.html
- Die Nutzung von CODE-DE wird umfassend gemessen und regelmäßig ausgewertet.
- Regelmäßiges INSPIRE-Monitoring durch GDI-DE, Deutschlands Geodateninfrastruktur.
Der Showroom von GovData zeigt auch einige Anwendungsbeispiele: https://www.govdata.de/web/guest/showroom

- Regional/lokal:
- Berlin (Land): Wir veröffentlichen die von Open Data of Berlin generierten Anwendungen auf unserem Open Data Portal: https://daten.berlin.de/anwendungen
- Im Land NRW überwachen Dateneigentümer/-anbieter und IT-Dienstleister Downloads und Service-Nutzung als interne Daten.

Hamburg:
- Der Einfluss auf die Regierung wird hiermit als die positive Auswirkung der Nutzung offener Daten auf drei spezifische Herausforderungen definiert, vor denen die Regierung/öffentliche Verwaltung steht: 1) Effiziente und effektive Erbringung öffentlicher Dienste; 2) Transparenz und Rechenschaftspflicht bei ihren Handlungen; 3) Verbesserung ihrer Fähigkeit, Entscheidungen zu treffen und Richtlinien zu erlassen."
I3;ja;"Die Berlin University Alliance fördert in Ziel 3 das Monitoring von Open-Data-Praktiken (https://www.berlin-university-alliance.de/en/commitments/forschungsqualität/index.html)

Beispiele auf regionaler Ebene:
Berlin (Land): Wir verfügen über unsere Projektdatenbank, in der wir die Wiederverwendung der eigenen veröffentlichten Daten überwachen und diese durch unsere Social-Media-Aktivitäten oder Pressemitteilungen bekannt machen:
1) offene Haushaltsdaten: https://odis-berlin.de/projekte/haushaltsdaten/
2) Organigramm-Tool: https://odis-berlin.de/projekte/organigramme/
3) Wahlbezirke-Editor: https://odis-berlin.de/projekte/wahlbezirke/";Complement;ja;"Bayern:
- Sammlung von Anwendungsfällen mit offenen Daten unter https://oc.bydata.de/using/usecases

Nordrhein-Westfalen: Wiederverwendungsfälle werden in einem Showroom veröffentlicht (https://open.nrw/open-data/open-data-showroom)."
I4;neue Frage;neue Frage;Change;nein;
I5;ja;"Ja, aber es gibt keine einheitliche Definition der Auswirkungen offener Daten in Deutschland (die aufgrund der oben erwähnten verfassungsrechtlichen Trennung zwischen Bund und Ländern kaum anwendbar auf Deutschland wäre): Die meisten öffentlichen Stellen und Institutionen, die sich mit offenen Daten befassen, haben dargelegt, welche Auswirkungen offene Daten aus ihrer Sicht haben (können).
- Die Gesamtwirkung offener Daten ist beispielsweise in der Datenstrategie beschrieben (siehe hier https://www.bundesregierung.de/resource/blob/992814/1845634/f073096a398e59573c7526feaadd43c4/datenstrategie-der-bundesregierung-download-bpa-data.pdf?download=1.
- Die Open-Data-Strategie enthält auch eine umfassende Definition der Ziele und Auswirkungen von Open Data (Seite 5, 6), siehe URL: https://www.bundesregierung.de/resource/blob/992814/1940386/1d269a2ad1b6346fcf60663bdea9c9f8/2021-07-07-open-data-strategie-data.pdf?download=1
- Offene Daten sind ein zentraler Aspekt des mFUND-Förderprogramms. Finanziell werden Innovationsprojekte gefördert, die ihre Projektergebnisse und Forschungsdaten spätestens nach Projektende als Open Data zur Verfügung stellen. Das Open-Data-Portal mCLOUD (https://mcloud.de/) des BMVI ist das primäre Repository für die Veröffentlichung offener Daten für mFUND-Projekte. Der Umfang der geplanten Open-Data-Bereitstellung spielt bereits bei der Bewertung der eingereichten Projektvorschläge eine entscheidende Rolle.
- Eine Reihe von Bundesbehörden haben Open Data in allen datenrelevanten Prozessen und in ihrer strategischen Ausrichtung (Change Management) implementiert, z.B. BAW, BSH, DWD.
- Die vom Ministerium des Innern, für Bau und Heimat herausgegebene Studie „Kommunales Open Government. Gebrauchsanleitung für eine Utopie“ stellt darüber hinaus mehrere konkrete Erwartungen an positive Wirkungen durch Open-Government-Daten dar (URL: https://www.bmi.bund.de/SharedDocs/downloads/DE/veroeffentlichungen/themen/moderne-verwaltung/leitfaden-modellkommune-open-govt.pdf?__blob=publicationFile&v=1)
- Im Rahmen des Ministeriumsprojekts „Modellkomune Open Government“ wurden acht Wirkungsdimensionen der Offenheit und neun erwartete Wirkungen für öffentliche Stellen identifiziert (siehe S. 61 & S. 65, URL: https://www.bmi.bund. de/SharedDocs/downloads/DE/veroeffentlichungen/themen/moderne-verwaltung/projektbericht-modellkommune-open-government.pdf?__blob=publicationFile&v=2)
- Die Studie „Digitales Gold“ der Berliner Technologiestiftung skizziert konkrete Auswirkungen in verschiedenen Bereichen der Open-Data-Anwendung (URL: https://www.technologiestiftung-berlin.de/fileadmin/Redaktion/PDFs/Bibliothek/Studien/2014/140201_Studie_Digitales_Gold_Open_Data.pdf)";Complement;ja;"Berlin: Ja, allerdings gibt es keine allgemeingültige Definition der Auswirkungen von Open Data in Deutschland (die aufgrund der verfassungsrechtlichen Trennung zwischen Bund und Ländern auch kaum auf Deutschland anwendbar wäre): Die meisten öffentlichen Stellen und Institutionen, die sich mit Open Data befassen, haben dargelegt, welche Auswirkungen Open Data aus ihrer Sicht haben (können).
Die Gesamtwirkung von Open Data wird beispielsweise in der neuen Datenstrategie 2023 „Fortschritt durch Datennutzung“ beschrieben, siehe hier: https://bmdv.bund.de/SharedDocs/DE/Anlage/K/nationale-datenstrategie.pdf?__blob=publicationFile

Die Open-Data-Strategie enthält zudem eine umfassende Definition der Ziele und Wirkungen von Open Data (Seite 5 und 6), siehe URL: https://www.bundesregierung.de/resource/blob/992814/1940386/1d269a2ad1b6346fcf60663bdea9c9f8/2021-07-07-open-data-strategie-data.pdf?download=1"
I6;ja;"Da Auswirkungen auf unterschiedliche Weise definiert werden (siehe Frage 33), werden auf nationaler, regionaler, lokaler und Projektebene unterschiedliche Methoden verwendet.
- Auf nationaler Ebene werden die Umsetzung und die entsprechenden Auswirkungen des Open-Data-Gesetzes durch einen Online-Fragebogen und die Erstellung eines halbjährlichen „Fortschrittsberichts“ gemessen. Den ersten und auch die Ergebnisse der Abstimmung finden Sie hier: https://dip21.bundestag.de/dip21/btd/19/141/1914140.pdf
*(der zweite Bericht wird derzeit erstellt).
- Das Land NRW hat eine durchgehende Evaluierung seiner gesamten Open-Government-Strategie entwickelt, die die Messung seiner Open-Data-Ziele und der damit verbundenen Auswirkungen umfasst (URL:
https://www-open-nrw.prod-drupal.nrw.de/system/files/media/document/file/opennrwt1web.pdf)
- Das Projekt „Modellkomune Open Government“ hat einen begleitenden Leitfaden veröffentlicht, der „Erwartungen“ an Offenheit und konkrete Schritte zu deren Erreichung konkretisiert. Diese sind zugleich Grundlage für die Wirkungsevaluation (URL: https://open-gouvernement-kommunen.de/goto.php?target=file_425_download&client_id=civitalis)
- Der Open Data Impact Award des Stifterverbandes weist darauf hin, dass „Impact“ von Open Data in der Forschung bedeutet, dass die Daten erfolgreich in einem anderen gesellschaftlichen Bereich umgesetzt wurden (einen Mehrwert für die Gesellschaft schaffen, offen für eine große Anzahl von Nutzern verfügbar) (URL: https://www.stifterverband.org/innosci/open-data-impact-award)

Schließlich: In ihrem Koalitionsvertrag aus dem Jahr 2021 hat die Bundesregierung die Gründung eines unabhängigen Dateninstituts in Deutschland festgelegt. Eine Aufgabe dieser Einrichtung wird in Zukunft darin bestehen, weitere Methoden zu entwickeln.";Complement;ja;"Berlin: Da der Begriff „Wirkung“ unterschiedlich definiert wird, kommen auf nationaler Ebene unterschiedliche Methoden zum Einsatz:
– Auf nationaler Ebene werden die Umsetzung und die damit verbundenen Auswirkungen des Open-Data-Gesetzes mithilfe eines Online-Fragebogens und der Erstellung eines halbjährlichen Fortschrittsberichts gemessen. Den ersten Fortschrittsbericht sowie die Ergebnisse der Messung finden Sie hier: https://dip21.bundestag.de/dip21/btd/19/141/1914140.pdf
*(Der zweite Bericht wird derzeit für 2024 erstellt.)

Schließlich: Im Koalitionsvertrag von 2021 hat die Bundesregierung die Einrichtung eines unabhängigen Dateninstituts in Deutschland vereinbart. Eine Aufgabe dieser Institution wird künftig die Weiterentwicklung der Methoden sein."
I7;ja;"Ja, siehe unten einige Beispiele:
- die FU Berlin Open Access Initiative: https://www.fu-berlin.de/sites/open_access/akteure/oa-policy

- Es gibt Fördermittel und andere Aktivitäten zur Förderung des Forschungsdatenmanagements mit dem Ziel, diese hochwertigen Daten durch die FAIR-Prinzipien zum Nutzen von Wissenschaft, Wirtschaft und Zivilgesellschaft zugänglich zu machen.

- Im mFUND-Programm gibt es eine Reihe von Projekten, die aus zivilgesellschaftlichem Engagement hervorgehen. Ein Beispiel ist das Projekt miki („mobil im Kiez“, https://www.bmvi.de/SharedDocs/DE/Artikel/DG/mfund-projekte/miki.html), dessen Ziel es ist, Lösungen für die Navigation und Orientierung von Menschen mit eingeschränkter Mobilität zu entwickeln unter Einbeziehung zivilgesellschaftlichen Engagements. Insgesamt gibt es 15 mFUND-Projekte unter Beteiligung zivilgesellschaftlicher Organisationen, die Open Data nutzen und/oder Open Data erstellen.

- OParl ist eine Initiative zur Förderung der Offenheit parlamentarischer Informationssysteme auf kommunaler Ebene in Deutschland, siehe: https://oparl.org/

- Derzeit gibt es bundesweit 34 sogenannte „OK Labs“, die unter der Leitung von Code for Germany agieren. Diese Labore arbeiten täglich mit offenen Daten und erstellen verschiedene Projekte, Anwendungen und Anwendungsfälle. Eine Übersicht der Labore finden Sie hier:
https://www.codefor.de/; https://www.codefor.de/about/
Eine Übersicht über die Projekte, an denen die Labore arbeiten: https://www.codefor.de/projekte/
Einige Beispiel-Websites einiger Labore:
https://www.codefor.de/berlin/
https://www.codefor.de/ruhrgebiet/
https://www.codefor.de/niederrhein/
https://www.codefor.de/bonn/
https://www.codefor.de/koeln/
https://www.codefor.de/muenchen/

Antwort zu R1: Wählen Sie einen anderen Link aus, der besser passen sollte. Die FU verfügt über eine Open-Access-Strategie.

Auszug aus der Präambel: Die Freie Universität Berlin setzt sich für die Förderung von Open Access ein und legt großen Wert auf die hohe Qualität wissenschaftlicher Publikationen unter Einhaltung aller technischen Standards. Sie beteiligt sich aktiv an einschlägigen Open-Access-Initiativen und engagiert sich insbesondere für die Ziele der Open-Access-Strategie für Berlin (Land).";Change;nein;
D4.2;;;;;
I8;ja;Entfällt;Confirm;ja;Entfällt
I8-a;neue Frage;neue Frage;Change;ja;"BMEL:
Datenportale im Zuständigkeitsbereich des Bundesministeriums für Ernährung und Landwirtschaft, z. B. https://www.openagrar.de oder https://atlas.thuenen.de, zählen die Zugriffe auf Datensätze. Die Nutzung der Daten wird jedoch nicht erfasst. In einigen Fällen ist für bestimmte offene Datensätze eine Registrierung erforderlich: Beispiel: Die Public-Use-Datei der BfR-Total-Diet-Studie „MEAL“ ist auf der BfR-Website verfügbar. Der Benutzerzugriff wird durch eine Registrierung registriert:
http://www.bfr-meal-studie.de/de/public-use-file.html

BMG:
Wir laden unsere Daten auf die Zenodo-Plattform hoch und überwachen deren Nutzung.

Nordrhein-Westfalen: Ein Call-to-Action zu jedem Datensatz mit einem zugehörigen Formular auf dem Open-Data-Portal open.nrw fördert die Rückmeldung zur Datenweiterverwendung (https://open.nrw/formular-anwendungsbeispiele)."
I8-b;neue Frage;neue Frage;Change;ja;"BMEL:
Bereits veröffentlichte, aber über ein Jahr alte Beispiele aus dem FAIRagro-Konsortium (einem Konsortium, an dem viele dem Bundesministerium für Ernährung und Landwirtschaft unterstehende Behörden beteiligt sind):
1 – Senft M, Stahl U, Svoboda N (2022) Forschungsdatenmanagement in den Agrarwissenschaften in Deutschland: Wir sind noch nicht da, wo wir sein wollen. PLoS ONE 17(9): e0274677. https://doi.org/10.1371/journal.pone.0274677
2 – Senft, M., Stahl, U., & Svoboda, N. (2021). Datensatz: Umfrage zum Forschungsdatenmanagement in den Agrarwissenschaften in Deutschland [Datensatz]. OpenAgrar Repository. https://doi.org/10.5073/20211013-105447
Bereits veröffentlichte, aber über ein Jahr alte Beispiele aus NFDI4Health:
Bericht zur 1. NFDI4Health-Nutzerbefragung: Status-quo-Erhebung 2021, https://doi.org/10.4126/FRL01-006461780

Nordrhein-Westfalen: Regelmäßiges Monitoring von Kennzahlen wie Aufrufen und Downloads von Datensätzen

Berlin: meinberlin.de Online-Umfrage

Schleswig-Holstein:
Im Rahmen der Evaluation der Open-Data-Gesetzgebung und des Open-Data-Portals wurde eine Nutzerbefragung des Open-Data-Portals durchgeführt. Die Ergebnisse liegen noch nicht vor."
